filepath,label
dataset_fyp1\acne\acne-open-comedo-26.jpg,acne
dataset_fyp1\acne\acne-open-comedo-27.jpg,acne
dataset_fyp1\acne\acne-open-comedo-28.jpg,acne
dataset_fyp1\acne\acne-open-comedo-3.jpg,acne
dataset_fyp1\acne\acne-open-comedo-30 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-30.jpg,acne
dataset_fyp1\acne\acne-open-comedo-32.jpg,acne
dataset_fyp1\acne\acne-open-comedo-33 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-33.jpg,acne
dataset_fyp1\acne\acne-open-comedo-34.jpg,acne
dataset_fyp1\acne\acne-open-comedo-35.jpg,acne
dataset_fyp1\acne\acne-open-comedo-36 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-36.jpg,acne
dataset_fyp1\acne\acne-open-comedo-37 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-37.jpg,acne
dataset_fyp1\acne\acne-open-comedo-38.jpg,acne
dataset_fyp1\acne\acne-open-comedo-39.jpg,acne
dataset_fyp1\acne\acne-open-comedo-4.jpg,acne
dataset_fyp1\acne\acne-open-comedo-40.jpg,acne
dataset_fyp1\acne\acne-open-comedo-41.jpg,acne
dataset_fyp1\acne\acne-open-comedo-42.jpg,acne
dataset_fyp1\acne\acne-open-comedo-43.jpg,acne
dataset_fyp1\acne\acne-open-comedo-44.jpg,acne
dataset_fyp1\acne\acne-open-comedo-45.jpg,acne
dataset_fyp1\acne\acne-open-comedo-46.jpg,acne
dataset_fyp1\acne\acne-open-comedo-50.jpg,acne
dataset_fyp1\acne\acne-open-comedo-51.jpg,acne
dataset_fyp1\acne\acne-open-comedo-52.jpg,acne
dataset_fyp1\acne\acne-open-comedo-53.jpg,acne
dataset_fyp1\acne\acne-open-comedo-54.jpg,acne
dataset_fyp1\acne\acne-open-comedo-56.jpg,acne
dataset_fyp1\acne\acne-open-comedo-57 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-57.jpg,acne
dataset_fyp1\acne\acne-open-comedo-58 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-58.jpg,acne
dataset_fyp1\acne\acne-open-comedo-59.jpg,acne
dataset_fyp1\acne\acne-open-comedo-60.jpg,acne
dataset_fyp1\acne\acne-open-comedo-61 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-61.jpg,acne
dataset_fyp1\acne\acne-open-comedo-62 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-62.jpg,acne
dataset_fyp1\acne\acne-open-comedo-63 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-63.jpg,acne
dataset_fyp1\acne\acne-open-comedo-64.jpg,acne
dataset_fyp1\acne\acne-open-comedo-65.jpg,acne
dataset_fyp1\acne\acne-open-comedo-66.jpg,acne
dataset_fyp1\acne\acne-open-comedo-67.jpg,acne
dataset_fyp1\acne\acne-open-comedo-68.jpg,acne
dataset_fyp1\acne\acne-open-comedo-69 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-69.jpg,acne
dataset_fyp1\acne\acne-open-comedo-70.jpg,acne
dataset_fyp1\acne\acne-open-comedo-71.jpg,acne
dataset_fyp1\acne\acne-open-comedo-72 (2).jpg,acne
dataset_fyp1\acne\acne-open-comedo-72.jpg,acne
dataset_fyp1\acne\acne-pustular-1.jpg,acne
dataset_fyp1\acne\acne-pustular-10.jpg,acne
dataset_fyp1\acne\acne-pustular-12.jpg,acne
dataset_fyp1\acne\acne-pustular-13 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-13.jpg,acne
dataset_fyp1\acne\acne-pustular-14.jpg,acne
dataset_fyp1\acne\acne-pustular-15 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-15.jpg,acne
dataset_fyp1\acne\acne-pustular-16.jpg,acne
dataset_fyp1\acne\acne-pustular-17 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-17.jpg,acne
dataset_fyp1\acne\acne-pustular-18.jpg,acne
dataset_fyp1\acne\acne-pustular-20 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-20.jpg,acne
dataset_fyp1\acne\acne-pustular-21 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-21.jpg,acne
dataset_fyp1\acne\acne-pustular-22.jpg,acne
dataset_fyp1\acne\acne-pustular-23.jpg,acne
dataset_fyp1\acne\acne-pustular-24.jpg,acne
dataset_fyp1\acne\acne-pustular-25.jpg,acne
dataset_fyp1\acne\acne-pustular-26 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-26.jpg,acne
dataset_fyp1\acne\acne-pustular-27.jpg,acne
dataset_fyp1\acne\acne-pustular-28.jpg,acne
dataset_fyp1\acne\acne-pustular-29.jpg,acne
dataset_fyp1\acne\acne-pustular-3.jpg,acne
dataset_fyp1\acne\acne-pustular-30.jpg,acne
dataset_fyp1\acne\acne-pustular-31.jpg,acne
dataset_fyp1\acne\acne-pustular-32.jpg,acne
dataset_fyp1\acne\acne-pustular-33.jpg,acne
dataset_fyp1\acne\acne-pustular-34 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-34.jpg,acne
dataset_fyp1\acne\acne-pustular-35.jpg,acne
dataset_fyp1\acne\acne-pustular-36.jpg,acne
dataset_fyp1\acne\acne-pustular-37 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-37.jpg,acne
dataset_fyp1\acne\acne-pustular-38 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-38.jpg,acne
dataset_fyp1\acne\acne-pustular-39.jpg,acne
dataset_fyp1\acne\acne-pustular-4.jpg,acne
dataset_fyp1\acne\acne-pustular-40.jpg,acne
dataset_fyp1\acne\acne-pustular-41 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-41.jpg,acne
dataset_fyp1\acne\acne-pustular-42.jpg,acne
dataset_fyp1\acne\acne-pustular-43.jpg,acne
dataset_fyp1\acne\acne-pustular-44.jpg,acne
dataset_fyp1\acne\acne-pustular-45.jpg,acne
dataset_fyp1\acne\acne-pustular-46.jpg,acne
dataset_fyp1\acne\acne-pustular-47.jpg,acne
dataset_fyp1\acne\acne-pustular-48.jpg,acne
dataset_fyp1\acne\acne-pustular-49.jpg,acne
dataset_fyp1\acne\acne-pustular-5.jpg,acne
dataset_fyp1\acne\acne-pustular-50.jpg,acne
dataset_fyp1\acne\acne-pustular-51 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-51.jpg,acne
dataset_fyp1\acne\acne-pustular-52.jpg,acne
dataset_fyp1\acne\acne-pustular-53.jpg,acne
dataset_fyp1\acne\acne-pustular-54.jpg,acne
dataset_fyp1\acne\acne-pustular-55.jpg,acne
dataset_fyp1\acne\acne-pustular-56.jpg,acne
dataset_fyp1\acne\acne-pustular-57.jpg,acne
dataset_fyp1\acne\acne-pustular-58.jpg,acne
dataset_fyp1\acne\acne-pustular-59 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-59.jpg,acne
dataset_fyp1\acne\acne-pustular-6.jpg,acne
dataset_fyp1\acne\acne-pustular-60.jpg,acne
dataset_fyp1\acne\acne-pustular-61 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-61.jpg,acne
dataset_fyp1\acne\acne-pustular-62.jpg,acne
dataset_fyp1\acne\acne-pustular-63.jpg,acne
dataset_fyp1\acne\acne-pustular-64.jpg,acne
dataset_fyp1\acne\acne-pustular-65.jpg,acne
dataset_fyp1\acne\acne-pustular-66 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-66.jpg,acne
dataset_fyp1\acne\acne-pustular-67 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-67.jpg,acne
dataset_fyp1\acne\acne-pustular-68.jpg,acne
dataset_fyp1\acne\acne-pustular-69.jpg,acne
dataset_fyp1\acne\acne-pustular-7 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-7.jpg,acne
dataset_fyp1\acne\acne-pustular-70.jpg,acne
dataset_fyp1\acne\acne-pustular-71.jpg,acne
dataset_fyp1\acne\acne-pustular-72.jpg,acne
dataset_fyp1\acne\acne-pustular-73.jpg,acne
dataset_fyp1\acne\acne-pustular-74.jpg,acne
dataset_fyp1\acne\acne-pustular-8 (2).jpg,acne
dataset_fyp1\acne\acne-pustular-8.jpg,acne
dataset_fyp1\acne\acne-pustular-9.jpg,acne
dataset_fyp1\acne\acne-scar-1.jpg,acne
dataset_fyp1\acne\acne-scar-2 (2).jpg,acne
dataset_fyp1\acne\acne-scar-2.jpg,acne
dataset_fyp1\acne\acne-scar-3.jpg,acne
dataset_fyp1\acne\acne-scar-4.jpg,acne
dataset_fyp1\acne\acne-scar-5.jpg,acne
dataset_fyp1\acne\acne-scar-6.jpg,acne
dataset_fyp1\acne\acne-scar-7.jpg,acne
dataset_fyp1\acne\acne-scar-8.jpg,acne
dataset_fyp1\acne\acne-scar-9.jpg,acne
dataset_fyp1\acne\Image_129_jpg.rf.2f05b34ae5aa8a2b154a6f05007cf216.jpg,acne
dataset_fyp1\acne\Image_5_jpg.rf.31984c763ac0f16ae93b9f828ff437f2.jpg,acne
dataset_fyp1\acne\levle0_102_jpg.rf.3422689bb17e5025f1f4217b99916536.jpg,acne
dataset_fyp1\acne\levle0_460_jpg.rf.41224057a73f9202342c14827fd3e8fc.jpg,acne
dataset_fyp1\acne\levle1_180_jpg.rf.c69f75483b50f119a42cb22bfd72bf15.jpg,acne
dataset_fyp1\acne\levle1_394_jpg.rf.15b31630ac7b99c8ff1e2c3949c5eaf0.jpg,acne
dataset_fyp1\acne\milia-14.jpg,acne
dataset_fyp1\acne\milia-18.jpg,acne
dataset_fyp1\acne\milia-19.jpg,acne
dataset_fyp1\acne\milia-3.jpg,acne
dataset_fyp1\acne\perioral-dermatitis-1.jpg,acne
dataset_fyp1\blackhead\0cc20ae0-c7a8-478b-a974-a5aebabffc15_jpg.rf.3788f883c2d62f96282d70e6933b76d3.jpg,blackhead
dataset_fyp1\blackhead\105_jpg.rf.aab5b9c76016ca57207404e1ee438f83 copy 2.jpg,blackhead
dataset_fyp1\blackhead\105_jpg.rf.aab5b9c76016ca57207404e1ee438f83 copy.jpg,blackhead
dataset_fyp1\blackhead\105_jpg.rf.aab5b9c76016ca57207404e1ee438f83.jpg,blackhead
dataset_fyp1\blackhead\10_jpg.rf.340db6cb27bc81747ebd9574193f88dd.jpg,blackhead
dataset_fyp1\blackhead\110_jpg.rf.623d8de4c0ee4c20535f00f919e15697 copy 2.jpg,blackhead
dataset_fyp1\blackhead\110_jpg.rf.623d8de4c0ee4c20535f00f919e15697 copy.jpg,blackhead
dataset_fyp1\blackhead\110_jpg.rf.623d8de4c0ee4c20535f00f919e15697.jpg,blackhead
dataset_fyp1\blackhead\116_jpg.rf.27abbf328fa52a9acee74c2379207529 copy 2.jpg,blackhead
dataset_fyp1\blackhead\116_jpg.rf.27abbf328fa52a9acee74c2379207529 copy.jpg,blackhead
dataset_fyp1\blackhead\116_jpg.rf.27abbf328fa52a9acee74c2379207529.jpg,blackhead
dataset_fyp1\blackhead\124_jpg.rf.9e2fb2f008ecd5bf107074b68f69b8c0 copy 2.jpg,blackhead
dataset_fyp1\blackhead\124_jpg.rf.9e2fb2f008ecd5bf107074b68f69b8c0 copy.jpg,blackhead
dataset_fyp1\blackhead\124_jpg.rf.9e2fb2f008ecd5bf107074b68f69b8c0.jpg,blackhead
dataset_fyp1\blackhead\134_jpg.rf.f3f9efd4aff73175c81f4ab8a3dec6e5.jpg,blackhead
dataset_fyp1\blackhead\13_jpg.rf.d2771b32f025085465fc88c98942a1a1 copy 2.jpg,blackhead
dataset_fyp1\blackhead\13_jpg.rf.d2771b32f025085465fc88c98942a1a1 copy.jpg,blackhead
dataset_fyp1\blackhead\13_jpg.rf.d2771b32f025085465fc88c98942a1a1.jpg,blackhead
dataset_fyp1\blackhead\140_jpg.rf.fcf1d7ddf2c4440dc9cd2a550892fd81 copy 2.jpg,blackhead
dataset_fyp1\blackhead\140_jpg.rf.fcf1d7ddf2c4440dc9cd2a550892fd81 copy.jpg,blackhead
dataset_fyp1\blackhead\140_jpg.rf.fcf1d7ddf2c4440dc9cd2a550892fd81.jpg,blackhead
dataset_fyp1\blackhead\144_jpg.rf.b97ca48ac58be710eace9b625e42d596 copy 2.jpg,blackhead
dataset_fyp1\blackhead\144_jpg.rf.b97ca48ac58be710eace9b625e42d596 copy.jpg,blackhead
dataset_fyp1\blackhead\144_jpg.rf.b97ca48ac58be710eace9b625e42d596.jpg,blackhead
dataset_fyp1\blackhead\147_jpg.rf.b99fcc307e00adccf7a00a45fe5d1211 copy 2.jpg,blackhead
dataset_fyp1\blackhead\147_jpg.rf.b99fcc307e00adccf7a00a45fe5d1211 copy.jpg,blackhead
dataset_fyp1\blackhead\147_jpg.rf.b99fcc307e00adccf7a00a45fe5d1211.jpg,blackhead
dataset_fyp1\blackhead\149_jpg.rf.9497c507241cd52c6098ad56131455ab.jpg,blackhead
dataset_fyp1\blackhead\18_jpg.rf.97ff0cc6e8783f0119718e3621c08d59 copy 2.jpg,blackhead
dataset_fyp1\blackhead\18_jpg.rf.97ff0cc6e8783f0119718e3621c08d59 copy.jpg,blackhead
dataset_fyp1\blackhead\18_jpg.rf.97ff0cc6e8783f0119718e3621c08d59.jpg,blackhead
dataset_fyp1\blackhead\1_jpg.rf.a2d2d22abf648b6ace58d9ceae799721 copy 2.jpg,blackhead
dataset_fyp1\blackhead\1_jpg.rf.a2d2d22abf648b6ace58d9ceae799721 copy.jpg,blackhead
dataset_fyp1\blackhead\1_jpg.rf.a2d2d22abf648b6ace58d9ceae799721.jpg,blackhead
dataset_fyp1\blackhead\2_jpg.rf.9fe3c6ac82cc448b8672ee299b18d29d copy 2.jpg,blackhead
dataset_fyp1\blackhead\2_jpg.rf.9fe3c6ac82cc448b8672ee299b18d29d copy.jpg,blackhead
dataset_fyp1\blackhead\2_jpg.rf.9fe3c6ac82cc448b8672ee299b18d29d.jpg,blackhead
dataset_fyp1\blackhead\30_jpg.rf.c400f2a133d5b79a05060f9753942d58 copy 2.jpg,blackhead
dataset_fyp1\blackhead\30_jpg.rf.c400f2a133d5b79a05060f9753942d58 copy.jpg,blackhead
dataset_fyp1\blackhead\30_jpg.rf.c400f2a133d5b79a05060f9753942d58.jpg,blackhead
dataset_fyp1\blackhead\31_jpg.rf.2a475252f9de8d92cf536d11081275fb copy 2.jpg,blackhead
dataset_fyp1\blackhead\31_jpg.rf.2a475252f9de8d92cf536d11081275fb copy.jpg,blackhead
dataset_fyp1\blackhead\31_jpg.rf.2a475252f9de8d92cf536d11081275fb.jpg,blackhead
dataset_fyp1\blackhead\37_jpg.rf.6bfa0170406cc6db08bf8c3d0314d6c9 copy 2.jpg,blackhead
dataset_fyp1\blackhead\37_jpg.rf.6bfa0170406cc6db08bf8c3d0314d6c9 copy.jpg,blackhead
dataset_fyp1\blackhead\37_jpg.rf.6bfa0170406cc6db08bf8c3d0314d6c9.jpg,blackhead
dataset_fyp1\blackhead\38_jpg.rf.a530b9ace19a471681b2ed8c0d7489c5 copy 2.jpg,blackhead
dataset_fyp1\blackhead\38_jpg.rf.a530b9ace19a471681b2ed8c0d7489c5 copy.jpg,blackhead
dataset_fyp1\blackhead\38_jpg.rf.a530b9ace19a471681b2ed8c0d7489c5.jpg,blackhead
dataset_fyp1\blackhead\45_jpg.rf.fc526d0a888ebdbbb91264f51605aca7 copy 2.jpg,blackhead
dataset_fyp1\blackhead\45_jpg.rf.fc526d0a888ebdbbb91264f51605aca7 copy.jpg,blackhead
dataset_fyp1\blackhead\45_jpg.rf.fc526d0a888ebdbbb91264f51605aca7.jpg,blackhead
dataset_fyp1\blackhead\47_jpg.rf.bed8fcfac88184504dc259e08f25df39 copy 2.jpg,blackhead
dataset_fyp1\blackhead\47_jpg.rf.bed8fcfac88184504dc259e08f25df39 copy.jpg,blackhead
dataset_fyp1\blackhead\47_jpg.rf.bed8fcfac88184504dc259e08f25df39.jpg,blackhead
dataset_fyp1\blackhead\61_jpg.rf.33c37aad076b5d893fdcdfaac98097a3 copy 2.jpg,blackhead
dataset_fyp1\blackhead\61_jpg.rf.33c37aad076b5d893fdcdfaac98097a3 copy.jpg,blackhead
dataset_fyp1\blackhead\61_jpg.rf.33c37aad076b5d893fdcdfaac98097a3.jpg,blackhead
dataset_fyp1\blackhead\63_jpg.rf.3e174332d63abe357ab13198817bfd22 copy 2.jpg,blackhead
dataset_fyp1\blackhead\63_jpg.rf.3e174332d63abe357ab13198817bfd22 copy.jpg,blackhead
dataset_fyp1\blackhead\63_jpg.rf.3e174332d63abe357ab13198817bfd22.jpg,blackhead
dataset_fyp1\blackhead\71_jpg.rf.1ee6f067b657354c5c8259f53a8e2886 copy 2.jpg,blackhead
dataset_fyp1\blackhead\71_jpg.rf.1ee6f067b657354c5c8259f53a8e2886 copy.jpg,blackhead
dataset_fyp1\blackhead\71_jpg.rf.1ee6f067b657354c5c8259f53a8e2886.jpg,blackhead
dataset_fyp1\blackhead\73_jpg.rf.553f8b286b80ac5988a65ab72c9da40f copy 2.jpg,blackhead
dataset_fyp1\blackhead\73_jpg.rf.553f8b286b80ac5988a65ab72c9da40f copy.jpg,blackhead
dataset_fyp1\blackhead\73_jpg.rf.553f8b286b80ac5988a65ab72c9da40f.jpg,blackhead
dataset_fyp1\blackhead\76_jpg.rf.269a880351cb284a73733d527ccaaeb8 copy 2.jpg,blackhead
dataset_fyp1\blackhead\76_jpg.rf.269a880351cb284a73733d527ccaaeb8 copy.jpg,blackhead
dataset_fyp1\blackhead\76_jpg.rf.269a880351cb284a73733d527ccaaeb8.jpg,blackhead
dataset_fyp1\blackhead\7_jpg.rf.b6e0d569070a50ab65d174ef6246a9e6 copy 2.jpg,blackhead
dataset_fyp1\blackhead\7_jpg.rf.b6e0d569070a50ab65d174ef6246a9e6 copy.jpg,blackhead
dataset_fyp1\blackhead\7_jpg.rf.b6e0d569070a50ab65d174ef6246a9e6.jpg,blackhead
dataset_fyp1\blackhead\83_jpg.rf.28c3ff547c174ee83e4c7f78d558ea82 copy 2.jpg,blackhead
dataset_fyp1\blackhead\83_jpg.rf.28c3ff547c174ee83e4c7f78d558ea82 copy.jpg,blackhead
dataset_fyp1\blackhead\83_jpg.rf.28c3ff547c174ee83e4c7f78d558ea82.jpg,blackhead
dataset_fyp1\blackhead\84_jpg.rf.e2a6670867d605a365a567f2a1505892 copy 2.jpg,blackhead
dataset_fyp1\blackhead\84_jpg.rf.e2a6670867d605a365a567f2a1505892 copy.jpg,blackhead
dataset_fyp1\blackhead\84_jpg.rf.e2a6670867d605a365a567f2a1505892.jpg,blackhead
dataset_fyp1\blackhead\85_jpg.rf.d209f1f516361bc44b22374ae2011230 copy 2.jpg,blackhead
dataset_fyp1\blackhead\85_jpg.rf.d209f1f516361bc44b22374ae2011230 copy.jpg,blackhead
dataset_fyp1\blackhead\85_jpg.rf.d209f1f516361bc44b22374ae2011230.jpg,blackhead
dataset_fyp1\blackhead\88_jpg.rf.cacdabe2a376b7b23c384816aabe016c copy 2.jpg,blackhead
dataset_fyp1\blackhead\88_jpg.rf.cacdabe2a376b7b23c384816aabe016c copy.jpg,blackhead
dataset_fyp1\blackhead\88_jpg.rf.cacdabe2a376b7b23c384816aabe016c.jpg,blackhead
dataset_fyp1\blackhead\93_jpg.rf.3c2188069c86a40fbd8cda4f5aff7137 copy 2.jpg,blackhead
dataset_fyp1\blackhead\93_jpg.rf.3c2188069c86a40fbd8cda4f5aff7137 copy.jpg,blackhead
dataset_fyp1\blackhead\93_jpg.rf.3c2188069c86a40fbd8cda4f5aff7137.jpg,blackhead
dataset_fyp1\blackhead\a127972f-4a39-4ac5-86cf-4f8cf78c584c_jpg.rf.efb488b49d0fd77ceba607ba25f69750.jpg,blackhead
dataset_fyp1\blackhead\Image_108_jpg.rf.96d278a4828837aafa7aebb46d13b314.jpg,blackhead
dataset_fyp1\dark_circle\daek1.jpeg,dark_circle
dataset_fyp1\dark_circle\daek11.jpeg,dark_circle
dataset_fyp1\dark_circle\dark.jpeg,dark_circle
dataset_fyp1\dark_circle\dark10.jpeg,dark_circle
dataset_fyp1\dark_circle\dark2.jpeg,dark_circle
dataset_fyp1\dark_circle\dark3.jpeg,dark_circle
dataset_fyp1\dark_circle\dark4.jpeg,dark_circle
dataset_fyp1\dark_circle\dark5.jpg,dark_circle
dataset_fyp1\dark_circle\dark6.jpg,dark_circle
dataset_fyp1\dark_circle\dark8.jpeg,dark_circle
dataset_fyp1\dark_circle\dark9.jpeg,dark_circle
dataset_fyp1\dark_circle\dark9.jpg,dark_circle
dataset_fyp1\dark_spots\02435230-cde0-4bb8-9f58-141b03658324_jpg.rf.05ab8c538cd148cf69345489ae2b17ba.jpg,dark_spots
dataset_fyp1\dark_spots\089c8f6d-60da-46db-931e-9812d35b3599_jpg.rf.c37f32d2a801374c8b53fe1a49444c0f.jpg,dark_spots
dataset_fyp1\dark_spots\0c4c7bad-0df3-4d0f-ad45-7d67de49c77b_jpg.rf.86a2dd803bff49736dbfbfd91d1c56eb.jpg,dark_spots
dataset_fyp1\dark_spots\100_jpg.rf.4d820670f841e1ef9a8c37105a9bbb1b.jpg,dark_spots
dataset_fyp1\dark_spots\104_jpg.rf.ec3481cc603096fbc5328e278279b3b4.jpg,dark_spots
dataset_fyp1\dark_spots\106_jpg.rf.958d89cde2a642ddfded72b6a090d625.jpg,dark_spots
dataset_fyp1\dark_spots\119432bf-56fd-45ed-aba9-64ee745e90f3_jpg.rf.45fd95fccb232e020423406d45a80def.jpg,dark_spots
dataset_fyp1\dark_spots\1199d6a1-fa9a-468c-9506-f0be9fa117e6_jpg.rf.7f93011a4abaf770b7c1c2d6558a7c3e.jpg,dark_spots
dataset_fyp1\dark_spots\11_jpg.rf.afcefe68de76687a3db37ab5f3bf16e7.jpg,dark_spots
dataset_fyp1\dark_spots\14_jpg.rf.4485460bfec2fb387474f093c6ea9906.jpg,dark_spots
dataset_fyp1\dark_spots\176a2fc2-e888-458d-945d-89c7ce94abad_jpg.rf.36285f7a7ab7aefa01b975a55eed488a.jpg,dark_spots
dataset_fyp1\dark_spots\1c6c36fb-8904-46fa-bbdf-c0338df75f60_jpg.rf.6ccf74b80aef4cf2f3523cbcaa910f95.jpg,dark_spots
dataset_fyp1\dark_spots\1eac0354-9727-4098-9fe2-b8fe17318953_jpg.rf.b658a727c42e194eb16f63be3be8e2d1.jpg,dark_spots
dataset_fyp1\dark_spots\24_jpg.rf.60fee4d5e5939c3f7f60d78a360b1bac.jpg,dark_spots
dataset_fyp1\dark_spots\28d57376-7104-46f9-9808-a677ad93d838_jpg.rf.3e7c2fa645b2b30644225909ea4f820b.jpg,dark_spots
dataset_fyp1\dark_spots\2906ef14-4042-451e-a639-58110a02c0aa_jpg.rf.c0faec46269d4f65dbe26087e2ea12e8.jpg,dark_spots
dataset_fyp1\dark_spots\29_jpg.rf.86178569fb4dde504366149f7aea2685.jpg,dark_spots
dataset_fyp1\dark_spots\2b5b6032-b30d-4e88-a888-81aa8b7cd480_jpg.rf.ad9128a86f5a9519a76081186954e5ca.jpg,dark_spots
dataset_fyp1\dark_spots\2d9a563b-082d-4d24-bb5b-3517cf0d91f9_jpg.rf.5d4503543bc6ddc060fee6adfa37d263.jpg,dark_spots
dataset_fyp1\dark_spots\302dfc97-3056-4940-8493-c14c37825f4d_jpg.rf.c19c569e7118a1c6f4bc9716546cd72a.jpg,dark_spots
dataset_fyp1\dark_spots\33_jpg.rf.8b015fc5b4efbe5706dbd8174bb4d14f.jpg,dark_spots
dataset_fyp1\dark_spots\34_jpg.rf.56375f8c496ff43deadb88e97e189ce8.jpg,dark_spots
dataset_fyp1\dark_spots\35cd8ef3-9d57-40bb-97fa-c45cd29de402_jpg.rf.6ec78a871df000c8cda8e6155d7c983e.jpg,dark_spots
dataset_fyp1\dark_spots\35_jpg.rf.324a674c7df5fd70684c08cc5eb8f59a.jpg,dark_spots
dataset_fyp1\dark_spots\37_jpg.rf.18292d1cbefcd935e4791b352d4ed419.jpg,dark_spots
dataset_fyp1\dark_spots\3deebf0a-72f9-4fa9-8764-3ac44ada6fd7_jpg.rf.13a75e01c18b52af0c9bba70fed57958.jpg,dark_spots
dataset_fyp1\dark_spots\40248490-a411-40ad-8e66-fcf69487b14d_jpg.rf.71a082f7d527fa6cecef0e1b9c6b3f74.jpg,dark_spots
dataset_fyp1\dark_spots\433679f8-b278-4787-9f44-b5ad8dde11da_jpg.rf.c13bfc0e79ae8d3bdf14fe1c60ee7a03.jpg,dark_spots
dataset_fyp1\dark_spots\43_jpg.rf.92b83222948cf2855404ce13bbc1fab7.jpg,dark_spots
dataset_fyp1\dark_spots\4_jpg.rf.6f390e46d60557b18fc0a52e29d64c20.jpg,dark_spots
dataset_fyp1\dark_spots\52331bc5-e7ac-4ea6-a2fe-31ecd8310e91_jpg.rf.7ac5f2e0389040ceb8d6f4cda66a4764.jpg,dark_spots
dataset_fyp1\dark_spots\5848657d-7411-4b5a-919d-925d5f03a33d_jpg.rf.394cc179b55a7fb4109010727bafc6da.jpg,dark_spots
dataset_fyp1\dark_spots\5ce71059-e21e-4ce5-96d8-4f6848b4b72d_jpg.rf.0278e0bd84a7269fe6ab722030d54aad.jpg,dark_spots
dataset_fyp1\dark_spots\61_jpg.rf.4ddd741a254c8926b72bf557fffc3250.jpg,dark_spots
dataset_fyp1\dark_spots\65_jpg.rf.c0a26e949f4618d8d5dd775d12be1324.jpg,dark_spots
dataset_fyp1\dark_spots\66_jpg.rf.62f83ccf24b3c3ff09de3db627bc9578.jpg,dark_spots
dataset_fyp1\dark_spots\67_jpg.rf.ce0c2349c0c7454e2533742b67c634c0.jpg,dark_spots
dataset_fyp1\dark_spots\68_jpg.rf.ed31c50da6060193c42fc6682051089c.jpg,dark_spots
dataset_fyp1\dark_spots\69_jpg.rf.52751dce7d8ca05c21380639a97c5829.jpg,dark_spots
dataset_fyp1\dark_spots\6d19f100-58ec-49cc-aa84-200efb30dbd0_jpg.rf.968a2edb6149f91b23ae125a3210b719.jpg,dark_spots
dataset_fyp1\dark_spots\6f50c70b-39d7-4c28-a4fc-6f982ad4b5d7_jpg.rf.875ce4891e1710d72aebcac173b4bb80.jpg,dark_spots
dataset_fyp1\dark_spots\70_jpg.rf.8fc75795582fdb99581b1ca5c233c664.jpg,dark_spots
dataset_fyp1\dark_spots\71_jpg.rf.ff35d43d10d0186f2f72fc5cf47b77ff.jpg,dark_spots
dataset_fyp1\dark_spots\74294949-66bf-4c61-a02e-e0ddb14383c8_jpg.rf.2d667867e9cf4e64f8e680f49a39d43d.jpg,dark_spots
dataset_fyp1\dark_spots\76_jpg.rf.fc59e0ade674b354ca5095d96489d43e.jpg,dark_spots
dataset_fyp1\dark_spots\77150e42-e906-44e4-95a7-6fa0bbd87a65_jpg.rf.a9be6cecc2fd966f823868d02f257c9b.jpg,dark_spots
dataset_fyp1\dark_spots\77251e7e-eaf9-493b-b4cd-a261ca6b1a14_jpg.rf.1f374400c8b7f226028906ebce808b59.jpg,dark_spots
dataset_fyp1\dark_spots\799b41f6-36cf-401e-8937-bc2e710054b5_jpg.rf.e296d167228e131a9a6e0fe078ebf4bc.jpg,dark_spots
dataset_fyp1\dark_spots\7a5ef40e-dd58-44f5-ab19-380d8fe2ff80_jpg.rf.9950a2f3df5c982303661d11c22e868f.jpg,dark_spots
dataset_fyp1\dark_spots\7bd9180f-305e-432e-af3f-af9fc6a74b78_jpg.rf.8c073e2408d62a8e1bd65aca26de83bd.jpg,dark_spots
dataset_fyp1\dark_spots\7cdc340e-1748-45ef-8cbe-38390f2380ef_jpg.rf.f88754b6c7da4fd4e4b9b2ae17a4b065.jpg,dark_spots
dataset_fyp1\dark_spots\7_jpg.rf.c64013b55943a264b33d74993d424a82.jpg,dark_spots
